second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
90,0.108050,0.059359,-0.259702,0.082271,0,0
91,0.121376,0.063206,1.504331,0.286219,0,0
92,0.046237,0.061797,0.193615,0.315336,0,0
93,0.047165,0.062200,0.028916,0.279931,0,0
94,,0.062893,,0.293313,1,6
95,0.037340,0.058808,0.794687,0.460157,0,6
96,0.068851,0.062479,0.389445,0.475922,0,6
97,,0.064777,,0.415151,0,6
98,,0.067387,,0.470631,1,12
99,,0.071503,,0.441882,1,18
100,,0.064194,,0.582199,1,24
101,,0.049898,,0.351666,0,24
102,,0.051119,,0.404350,2,36
103,,,,,1,42
104,0.100354,0.068848,0.094779,0.426304,0,36
105,,,,,1,42
106,,,,,2,54
107,,,,,1,60
108,,,,,2,66
109,,,,,0,60
110,0.102486,,-0.320190,,0,54
111,,,,,1,60
112,0.065531,0.089457,0.343911,0.039500,0,48
113,0.322766,0.147785,0.163829,0.070582,0,42
114,,0.163595,,0.062517,1,48
115,,0.163595,,0.062517,0,42
116,,0.163595,,0.062517,1,36
117,0.070424,0.140302,-0.506274,-0.079681,0,30
118,0.064318,0.125105,0.503484,0.036952,0,18
119,,0.125105,,0.036952,1,24
120,,0.130760,,0.126238,0,24
121,0.056899,0.115988,0.191363,0.139263,0,18
122,0.148088,0.132499,0.761120,0.222705,0,18
123,0.116946,0.091335,1.819916,0.553922,0,18
124,0.014437,0.078519,2.971098,0.956785,0,12
125,0.053950,0.075009,-0.020498,0.817173,0,12
126,0.067529,0.074074,1.267361,0.873446,0,6
127,0.068083,0.073781,0.367696,0.982693,0,6
128,,0.075133,,1.051151,1,12
129,0.074450,0.075048,-0.058925,0.912391,0,6
130,0.106944,0.078592,0.860337,0.906608,0,6
131,,0.081303,,0.996013,1,12
132,,0.071763,,1.029569,0,12
133,0.121701,0.072442,0.310235,0.813901,0,12
134,0.053433,0.078013,0.181865,0.415439,0,12
135,0.042933,0.076439,0.387211,0.473683,0,12
136,0.104437,0.081712,1.925678,0.567728,0,12
137,0.121883,0.089397,0.140977,0.535340,0,12
138,,0.089397,,0.535340,1,12
139,,0.091889,,0.634384,0,12
140,0.082428,0.087803,0.539757,0.580954,0,12
141,0.094865,0.088811,0.859602,0.620761,0,6
142,0.022967,0.080581,-1.209266,0.392007,0,6
143,0.090252,0.076650,-0.190717,0.329388,0,6
144,0.045862,0.075703,0.049661,0.312863,0,6
145,0.211234,0.096741,0.776919,0.361576,0,6
146,0.042573,0.089008,0.126461,0.136674,0,6
147,0.069845,0.082503,-0.409015,0.067925,0,6
148,0.075432,0.081718,0.593961,0.126374,0,0
149,0.150049,0.088551,-0.372250,0.076511,0,0
150,0.134021,0.093710,-0.092151,0.013321,0,0
151,0.054995,0.089723,-0.468399,-0.119480,0,0
152,0.067354,0.094162,0.328956,0.034343,0,0
153,0.182994,0.103436,-0.702749,-0.016861,0,0
154,0.146775,0.113527,-0.035312,-0.025358,0,0
155,0.103079,0.102712,1.453438,0.042294,0,0
156,0.085024,0.106957,1.367198,0.166368,0,0
157,0.160490,0.116021,0.246318,0.231901,0,0
158,0.162697,0.124748,0.665878,0.239093,0,0
159,0.086347,0.118377,0.747058,0.351023,0,0
160,0.182275,0.123203,0.728279,0.433066,0,0
161,0.219830,0.139686,0.211313,0.501038,0,0
162,,0.147723,,0.520158,0,0
163,,0.143315,,0.673021,1,6
164,0.053266,0.131626,0.130257,0.693717,0,6
165,,0.135704,,0.585186,0,6
166,,0.144151,,0.454850,1,12
167,0.097489,0.133651,-0.401073,0.346952,0,12
168,0.242878,0.147014,-0.166048,0.208298,0,12
169,0.146440,0.157030,0.326858,0.138264,0,12
170,0.205826,0.160955,-0.166540,-0.010872,0,12
171,0.112329,0.143038,1.261471,0.164154,0,12
172,0.195057,0.150469,1.243757,0.318383,0,12
173,0.191827,0.155639,-0.389108,0.229947,0,6
174,0.186244,0.172261,-0.285391,0.177991,0,6
175,0.143180,0.169030,1.405247,0.314352,0,6
176,0.108716,0.162998,3.114129,0.594330,0,0
177,0.042353,0.157485,0.529208,0.687358,0,0
178,0.100206,0.143218,0.698017,0.773765,0,0
179,0.049833,0.133557,1.637590,0.904838,0,0
180,0.090425,0.122017,1.798370,1.101329,0,0
181,,0.123093,,1.083535,1,6
182,,0.114098,,1.063508,0,6
183,,0.102994,,1.271024,1,12
184,,0.089119,,1.530427,1,18
185,0.091854,0.080565,1.814703,1.598669,0,18
186,0.098589,0.078877,0.671411,1.191550,0,18
187,0.116447,0.091226,2.199920,1.470002,0,18
188,0.176440,0.103931,0.574786,1.449463,0,18
189,0.195849,0.128267,1.359709,1.403150,0,18
190,0.193492,0.145445,-0.144381,1.079358,0,18
191,0.093239,0.137987,-0.160635,0.902216,0,12
192,0.111088,0.134625,-0.278069,0.754681,0,12
193,,0.134625,,0.754681,1,12
194,,0.134625,,0.754681,0,6
195,0.016279,0.125178,1.011238,0.654247,0,6
196,0.106939,0.126222,1.246462,0.726129,0,6
197,0.042549,0.116984,0.222291,0.478925,0,6
198,0.135020,0.111807,0.701146,0.494720,0,6
199,0.099359,0.099746,0.990036,0.448511,0,6
200,0.092224,0.087087,0.624700,0.544646,0,6
201,0.201652,0.100639,0.318389,0.604524,0,6
202,0.143964,0.104748,1.380429,0.811837,0,6
203,0.169530,0.111946,1.943886,0.937620,0,0
204,0.124652,0.113217,0.219581,0.865816,0,0
205,0.130984,0.124687,0.740483,0.838740,0,0
206,0.139932,0.127986,-0.128360,0.701258,0,0
207,0.115307,0.135262,2.207960,0.899825,0,0
208,0.045462,0.126306,1.078958,0.937606,0,0
209,0.062352,0.122606,0.891123,0.927715,0,0
210,0.073207,0.120704,-0.131567,0.852088,0,0
211,,0.111710,,0.911388,1,6
212,0.083336,0.104973,0.618049,0.826679,0,6
213,0.072731,0.094218,-0.104284,0.599105,0,6
214,0.171852,0.099463,0.203343,0.597301,0,6
215,0.134184,0.099818,0.158537,0.532640,0,6
216,0.069909,0.092038,1.110750,0.670319,0,6
217,0.210621,0.102628,-0.574568,0.361149,0,6
218,0.185622,0.118202,2.334478,0.500651,0,6
219,0.219425,0.135654,0.687679,0.478046,0,6
220,0.101857,0.138838,1.060156,0.610460,0,6
221,0.043653,0.129319,0.348048,0.584219,0,0
222,0.220845,0.143070,-0.099757,0.512438,0,0
223,0.094475,0.145244,0.165485,0.539415,0,0
224,0.105568,0.138616,0.915022,0.610583,0,0
225,0.063213,0.131519,-0.519763,0.542753,0,0
226,0.040676,0.128595,-0.836533,0.348025,0,0
227,0.082144,0.115748,1.274544,0.532936,0,0
228,,0.107984,,0.332765,1,6
229,,0.094054,,0.288400,0,6
230,0.079477,0.091256,0.682800,0.241231,0,6
231,0.135043,0.102680,2.297886,0.484960,0,6
232,0.037145,0.079718,-0.387115,0.449041,0,6
233,0.128772,0.084005,1.470711,0.612194,0,6
234,0.093058,0.082441,-0.691783,0.411343,0,6
235,0.070342,0.083332,0.010918,0.477678,0,6
236,0.126831,0.094101,2.963975,0.952742,0,6
237,0.014261,0.085616,1.732993,1.010048,0,6
238,0.168882,0.094868,2.405595,1.165109,0,0
239,0.241567,0.109538,-0.572069,0.991391,0,0
240,0.090512,0.110641,0.329036,0.956015,0,0
241,0.174921,0.114629,-1.054107,0.620815,0,0
242,0.118979,0.122812,0.555127,0.715039,0,0
243,0.172370,0.127172,-0.429339,0.525035,0,0
244,0.130660,0.130932,-0.399486,0.554264,0,0
245,0.074649,0.131363,0.579344,0.611107,0,0
246,,0.131867,,0.349677,1,6
247,0.196253,0.152088,1.025696,0.271089,0,6
248,0.131140,0.147894,-0.689251,-0.072783,0,6
249,0.078150,0.129737,0.049932,-0.003672,0,6
250,0.005638,0.120307,-0.880812,-0.138100,0,6
251,,0.113480,,-0.023599,1,12
252,,0.112694,,-0.106274,0,12
253,0.007215,0.089101,-0.271956,-0.083790,0,12
254,0.137409,0.090065,0.608703,0.060236,0,12
255,0.088437,0.092035,0.319720,0.023147,0,12
256,,0.092035,,0.023147,1,12
257,,0.074665,,-0.143944,0,12
258,0.087879,0.067455,-0.043115,-0.036255,0,12
259,,0.065316,,-0.053492,0,12
260,,0.080235,,0.153338,1,18
261,0.249529,0.114094,1.725420,0.467754,0,12
262,0.274410,0.140813,-1.187525,0.191874,0,12
263,0.123411,0.160179,0.534157,0.326226,0,12
264,,0.164733,,0.269731,1,18
265,0.088763,0.164798,-0.835588,0.038670,0,18
266,0.241020,0.177502,-0.005345,0.031334,0,12
267,0.168431,0.176206,-0.475592,-0.041084,0,12
268,0.213636,0.194172,1.532267,0.183970,0,12
269,0.133732,0.186617,1.443192,0.341373,0,12
270,0.094252,0.176354,1.369748,0.455637,0,6
271,0.100625,0.159809,-0.034710,0.260067,0,6
272,0.039357,0.133692,-0.885207,0.293658,0,6
273,0.086260,0.129564,0.503759,0.290280,0,6
274,,0.129564,,0.290280,0,0
275,,0.134664,,0.431014,1,6
276,,0.119471,,0.493351,0,6
277,,0.111311,,0.654841,2,18
278,0.030939,0.080861,0.696406,0.515531,0,18
279,,0.070287,,0.329999,1,24
280,,0.064295,,0.070062,1,30
281,,0.052186,,0.104986,1,36
282,0.063218,0.060139,-0.362614,0.279184,0,36
283,0.089440,0.061199,-0.025062,0.102910,0,36
284,0.214178,0.099444,-0.592891,-0.071040,0,36
285,,0.099444,,-0.071040,1,36
286,,0.099444,,-0.071040,1,42
287,,0.099444,,-0.071040,1,36
288,0.175401,0.135559,1.782291,0.200431,0,36
289,,0.135559,,0.200431,1,36
290,,0.135559,,0.200431,1,36
291,,0.135559,,0.200431,0,30
292,0.034206,0.128306,0.731200,0.473885,0,30
293,0.073184,0.124242,0.029626,0.487556,0,30
294,0.063187,0.086495,0.445895,0.747253,0,30
295,0.070235,0.083243,2.709831,1.139769,0,24
296,0.062306,0.079753,-0.036516,0.943721,0,18
297,0.027782,0.072329,0.281333,0.849094,0,12
298,0.103150,0.062007,1.088287,0.749951,0,12
299,0.093450,0.065938,0.587598,0.729657,0,6
300,0.310935,0.093159,-0.107869,0.636598,0,0
