second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
1,,,,,1,
2,0.326776,,-0.910171,,0,
3,0.134748,,0.088481,,0,
4,0.014546,,0.842708,,0,
5,0.289940,,1.441552,,0,
6,0.327059,,-0.365315,,0,
7,0.068438,,1.059115,,0,
8,0.117444,,-1.356181,,0,
9,0.026965,,-0.177093,,0,
10,0.016244,0.146907,0.678303,0.144600,0,6
11,0.069941,0.139210,2.781625,0.408302,0,0
12,0.137184,0.120251,0.330506,0.532370,0,0
13,0.265565,0.133332,2.504074,0.773929,0,0
14,0.031637,0.135042,0.624353,0.752094,0,0
15,0.012567,0.107304,0.318811,0.639820,0,0
16,0.020627,0.076661,1.214012,0.797752,0,0
17,0.088531,0.078670,3.657213,1.057562,0,0
18,0.056805,0.072606,1.042621,1.297442,0,0
19,0.013656,0.071276,0.512820,1.366434,0,0
20,0.154597,0.085111,2.204379,1.519041,0,0
21,0.035141,0.081631,-0.357661,1.205113,0,0
22,0.093598,0.077272,-0.584779,1.113584,0,0
23,0.062543,0.056970,0.791086,0.942286,0,0
24,0.136015,0.067408,0.248853,0.904735,0,0
25,,0.073501,,0.969838,0,0
26,,0.080111,,0.939316,1,6
27,0.251486,0.100480,-0.566549,0.411346,0,6
28,0.250352,0.124673,1.159573,0.425965,0,6
29,0.209731,0.149183,-0.654430,0.280059,0,6
30,0.122657,0.145190,0.390593,0.053336,0,6
31,0.330477,0.182107,2.933625,0.464746,0,6
32,0.298406,0.207708,2.270701,0.821681,0,6
33,0.182975,0.222762,2.323063,1.013179,0,6
34,0.113924,0.220001,-0.680397,0.897022,0,6
35,,0.220001,,0.897022,1,12
36,0.136586,0.210733,-0.304738,0.763493,0,6
37,0.081905,0.191890,1.914259,1.039139,0,6
38,0.130830,0.178610,2.298388,1.165674,0,6
39,0.096006,0.165974,-0.360932,1.198285,0,6
40,0.204109,0.175024,-0.949945,1.049336,0,6
41,0.168055,0.156977,-1.748893,0.529056,0,6
42,0.243720,0.150901,-0.056407,0.270489,0,6
43,0.097465,0.141400,-0.168696,-0.006374,0,6
44,0.109947,0.140958,-0.203814,0.046580,0,6
45,0.153934,0.142256,2.249785,0.266901,0,0
46,0.109067,0.139504,0.416391,0.339013,0,0
47,0.138744,0.145188,-0.595282,0.088059,0,0
48,0.283375,0.160442,0.773433,-0.064436,0,0
49,0.173027,0.168144,2.740877,0.245745,0,0
50,0.181319,0.165865,1.467452,0.487484,0,0
51,0.372629,0.186323,1.768481,0.839222,0,0
52,,0.179945,,0.938736,0,0
53,,0.190255,,1.077165,1,6
54,0.091750,0.187981,1.521800,1.292867,0,6
55,0.241611,0.198940,-0.830563,0.907824,0,6
56,0.190460,0.209114,1.676409,1.065326,0,6
57,0.317414,0.231448,-0.838917,1.034871,0,6
58,0.386340,0.244319,-0.344592,0.895118,0,6
59,0.254633,0.254520,0.132427,0.569062,0,6
60,0.176693,0.253941,2.518596,0.700455,0,6
61,0.191534,0.231304,2.401152,0.779539,0,6
62,,0.231304,,0.779539,1,12
63,,0.231304,,0.779539,0,6
64,0.305054,0.257967,1.151898,0.733301,0,6
65,0.152800,0.246866,2.153184,1.106270,0,6
66,0.242335,0.253351,-1.065246,0.763563,0,6
67,0.322272,0.253958,-0.229806,0.839702,0,6
68,,0.235046,,1.008887,1,12
69,,0.231781,,1.154963,0,12
70,0.173502,0.231250,0.313654,0.787473,0,12
71,0.125190,0.220192,0.026195,0.391646,0,12
72,,0.220192,,0.391646,1,12
73,,0.220192,,0.391646,0,12
74,,0.203220,,0.239596,2,24
75,0.250784,0.222817,-1.415761,-0.474193,0,24
76,0.363140,0.246978,2.250246,0.188906,0,24
77,0.148325,0.212188,-0.045937,0.225679,0,24
78,,0.212188,,0.225679,1,24
79,,0.212188,,0.225679,2,36
80,0.263592,0.230206,0.421069,0.247162,0,36
81,0.256128,0.256394,-0.783093,0.085305,0,36
82,0.216856,0.249804,1.210248,0.272795,0,30
83,0.198606,0.242490,0.028270,0.237863,0,30
84,0.279268,0.247087,1.197033,0.357759,0,18
85,0.122232,0.231018,-0.371580,0.488282,0,18
86,0.249791,0.216850,2.174880,0.478861,0,18
87,0.168113,0.219323,1.205276,0.635263,0,18
88,0.161427,0.212890,-0.074543,0.556396,0,12
89,0.246037,0.216205,0.490893,0.549845,0,0
90,,0.210940,,0.564154,1,6
91,0.186746,0.203231,0.261170,0.680183,0,6
92,0.167419,0.197738,-0.079936,0.536829,0,6
93,0.319136,0.211130,0.234536,0.559748,0,6
94,0.258753,0.208850,2.181965,0.669185,0,6
95,0.218986,0.219601,1.159869,0.839345,0,6
96,,0.215827,,0.672404,1,12
97,,0.222643,,0.596279,0,12
98,0.163702,0.222968,0.065360,0.616265,0,12
99,0.106135,0.202982,2.437170,0.894305,0,12
100,0.113034,0.191739,0.610544,0.858835,0,6
101,0.223567,0.196341,1.207935,0.977180,0,6
102,,0.200473,,1.128197,0,6
103,,0.180696,,1.277140,1,12
104,0.144054,0.161580,0.066521,0.924567,0,12
105,0.186320,0.156135,-0.269866,0.686277,0,12
106,0.216778,0.164799,0.347359,0.637860,0,6
107,0.107706,0.157662,-0.399301,0.508215,0,6
108,0.140453,0.154756,-0.459908,0.442557,0,6
109,0.207446,0.167420,0.503435,0.200840,0,6
