second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
143,,0.240329,,-0.122726,0,18
144,,0.211770,,-0.305978,2,30
145,0.064092,0.173368,0.551015,-0.194470,0,30
146,0.165379,0.172037,0.281679,-0.115112,0,30
147,0.185203,0.173918,1.300263,0.087085,0,24
148,0.299041,0.170464,0.080471,-0.021296,0,24
149,0.349835,0.200495,-0.650381,0.017854,0,24
150,0.586417,0.266840,0.279198,0.252031,0,24
151,0.733765,0.325205,0.250963,0.251898,0,12
152,,0.340533,,0.299030,1,18
153,,0.340533,,0.299030,0,18
154,0.557362,0.367637,0.578661,0.333984,0,6
155,,0.411000,,0.302979,1,12
156,,0.451937,,0.306529,1,18
157,0.577799,0.517370,-1.002534,-0.077270,0,18
158,,0.561036,,-0.108819,1,24
159,0.205404,0.532149,0.849821,0.191222,0,24
160,0.180041,0.450874,0.437808,0.222944,0,24
161,0.184457,0.341012,-0.162367,0.140278,0,24
162,,0.341012,,0.140278,0,18
163,,0.341012,,0.140278,1,24
164,0.217780,0.273096,0.510315,0.126608,0,24
165,,0.273096,,0.126608,1,24
166,0.098678,0.244026,-0.260505,0.062090,0,18
167,,0.177272,,0.275014,0,18
168,,0.177272,,0.275014,1,18
169,0.083506,0.152892,1.219397,0.348930,0,18
170,,0.146105,,0.326710,0,18
171,,0.133321,,0.489736,1,24
172,0.185081,0.146261,-0.182469,0.321684,0,24
173,0.248917,0.166792,0.437208,0.344789,0,18
174,0.498298,0.222896,-0.269548,0.188817,0,18
175,,0.222896,,0.188817,1,18
176,0.377016,0.278564,-0.166797,0.207558,0,18
177,,0.278564,,0.207558,1,24
178,,0.278564,,0.207558,0,18
179,0.481453,0.358153,-0.435464,-0.123414,0,18
180,,0.358153,,-0.123414,0,18
181,,0.358153,,-0.123414,1,18
182,0.165587,0.354254,0.102766,-0.066367,0,18
183,,0.380588,,-0.192261,1,24
184,0.127018,0.287768,1.217031,0.179384,0,24
185,0.235280,0.277271,4.728770,1.089261,0,18
186,0.200101,0.241888,1.066794,1.335980,0,18
187,0.237449,0.241148,0.375144,1.175840,0,12
188,,0.241148,,1.175840,1,18
189,,0.193087,,1.498101,0,18
190,0.332981,0.216403,-0.815103,1.112567,0,18
191,,0.216403,,1.112567,1,18
192,,0.226566,,1.314527,0,18
193,0.157407,0.215039,0.273195,1.140972,0,12
194,0.173827,0.222841,0.503862,1.022110,0,12
195,0.280625,0.230398,-0.198021,0.200979,0,12
196,,0.236458,,0.027815,1,18
197,0.253655,0.239699,0.887298,0.130246,0,18
198,0.088224,0.214453,0.852016,0.250541,0,12
199,0.232866,0.217084,0.722920,0.318024,0,12
200,,0.197767,,0.506878,0,12
201,,0.197767,,0.506878,1,12
202,,0.197767,,0.506878,1,18
203,0.237921,0.211186,0.030524,0.466433,0,18
204,0.490775,0.264011,0.366123,0.443477,0,18
205,0.109340,0.235464,0.691063,0.591657,0,18
206,,0.235464,,0.591657,1,18
207,,0.231825,,0.532529,2,30
208,0.166799,0.247540,2.837952,0.929717,0,30
209,,0.251209,,0.981416,1,36
210,,0.251209,,0.981416,1,42
211,,0.251209,,0.981416,0,36
212,0.494896,0.299946,-0.163169,0.752499,0,30
213,0.319928,0.316348,-0.538588,0.638676,0,30
214,,0.272741,,0.706814,1,36
215,,0.327208,,0.712065,1,42
216,0.153197,0.283705,-0.564347,0.392962,0,36
217,0.498718,0.326707,0.075809,0.329531,0,24
218,0.888104,0.470968,0.381142,-0.161831,0,24
219,0.389856,0.457450,0.088331,-0.120137,0,18
220,0.546523,0.470175,-0.431212,-0.164576,0,12
221,1.176324,0.558443,0.404438,-0.093450,0,12
222,0.224700,0.524669,1.358310,0.096735,0,12
223,0.552698,0.553765,1.002709,0.289397,0,12
224,0.249436,0.519951,0.085660,0.266760,0,6
225,,0.519951,,0.266760,2,12
226,,0.565795,,0.370648,0,12
227,0.164944,0.524073,0.477047,0.420803,0,12
228,0.105084,0.426196,0.439547,0.428104,0,12
229,0.146919,0.395828,-0.614479,0.340253,0,12
230,0.629330,0.406179,1.366030,0.564908,0,12
231,0.322760,0.299484,0.982235,0.637132,0,12
232,0.630269,0.350180,0.451650,0.523800,0,12
233,0.218928,0.308459,-0.209464,0.372278,0,12
234,0.258181,0.309552,-0.491853,0.300089,0,12
235,0.487723,0.329349,-0.074495,0.258469,0,0
236,0.094896,0.305903,0.603626,0.292984,0,0
237,0.097246,0.299133,-0.126914,0.232588,0,0
238,0.249428,0.313568,-1.130120,0.075622,0,0
239,,0.332084,,0.152300,1,6
240,,0.294929,,0.000583,1,12
241,,0.290953,,-0.139653,1,18
242,,0.234400,,-0.238203,0,18
243,0.554322,0.290299,-0.966553,-0.364385,0,18
244,1.013340,0.416159,-0.628707,-0.387194,0,18
245,0.393930,0.400527,0.258517,-0.331692,0,18
246,0.317341,0.437601,0.798126,-0.299275,0,18
247,0.136262,0.444104,-1.242355,-0.485182,0,18
248,0.302453,0.452941,-0.377390,-0.359727,0,18
249,0.133350,0.407285,-0.060927,-0.317041,0,12
250,0.458858,0.413732,-0.260538,-0.309978,0,6
