second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
1,,,,,1,
2,,,,,0,
3,,,,,1,
4,0.106594,,3.699208,,0,
5,0.774514,,4.669539,,0,
6,0.669639,,4.343734,,0,
7,0.226365,,4.810826,,0,
8,0.214109,,6.477415,,0,
9,,,,,1,
10,,0.398244,,4.800144,1,24
11,,0.398244,,4.800144,1,24
12,,0.398244,,4.800144,1,30
13,,0.398244,,4.800144,1,30
14,0.161425,0.409210,2.015945,4.463492,0,30
15,0.159476,0.286203,4.164057,4.362395,0,30
16,0.364901,0.225255,3.862618,4.266172,0,30
17,0.110652,0.202113,6.100847,4.524176,0,30
18,0.532384,0.265768,2.932205,3.815134,0,30
19,0.294880,0.270620,2.178449,3.542353,0,24
20,0.108789,0.247501,2.452463,3.386655,0,18
21,0.526379,0.282361,1.074984,3.097696,0,12
22,0.276801,0.281743,3.717658,3.166581,0,6
23,0.611179,0.314687,3.239279,3.173850,0,0
24,0.102165,0.308761,3.179433,3.290199,0,0
25,0.135623,0.306375,3.851804,3.258974,0,0
26,0.392278,0.309113,4.318556,3.304568,0,0
27,0.178527,0.315900,4.861213,3.180604,0,0
28,,0.291847,,3.208204,1,6
29,0.103009,0.270528,4.029610,3.413889,0,6
30,,0.290745,,3.534067,1,12
31,0.336577,0.267020,2.892157,3.761214,0,12
32,0.213278,0.259080,3.685828,3.757235,0,12
33,0.076761,0.192277,4.445706,3.908038,0,12
34,0.287915,0.215496,4.509052,4.074241,0,12
35,,0.226906,,4.106017,0,12
36,,0.199344,,4.070594,1,18
37,0.199586,0.202854,3.876375,3.906455,0,18
38,0.561501,0.254090,2.787363,3.746584,0,12
39,,0.279270,,3.699413,1,18
40,0.115022,0.255806,5.065234,3.894531,0,12
41,,0.242344,,4.061593,2,24
42,,0.248157,,4.136746,2,36
43,,0.291006,,4.059506,0,36
44,,0.292036,,3.909657,1,42
45,,0.292036,,3.909657,1,48
46,,0.292036,,3.909657,1,48
47,0.163831,0.280118,3.911815,3.921471,0,48
48,0.173466,0.150773,3.532565,4.169871,0,48
49,0.185120,0.159360,4.439636,4.237312,0,42
50,0.453746,0.244041,3.275463,3.789870,0,42
51,,0.244041,,3.789870,1,36
52,0.260194,0.247271,2.546763,3.541248,0,24
53,0.171304,0.234610,2.503720,3.368327,0,24
54,0.286538,0.242028,2.779981,3.284278,0,18
55,,0.242028,,3.284278,1,18
56,0.082828,0.222128,2.163051,3.144124,0,12
57,0.202475,0.226959,1.405248,2.830803,0,12
58,0.248360,0.236321,3.266953,2.797602,0,12
59,0.232392,0.242230,2.092787,2.504246,0,12
60,0.121259,0.200669,2.747561,2.438258,0,12
61,0.158139,0.195943,2.569265,2.452814,0,6
62,0.152059,0.183928,0.708965,2.248615,0,6
63,0.117779,0.177981,1.417866,2.127964,0,6
64,0.170371,0.165074,1.385295,1.972999,0,6
65,0.154194,0.163986,2.801609,2.055860,0,0
66,0.201133,0.175816,2.881031,2.127658,0,0
67,,0.172854,,2.207926,0,0
68,,0.163416,,2.075547,1,6
69,0.145409,0.152543,2.408278,2.114984,0,6
70,,0.157012,,2.024616,1,12
71,,0.156824,,1.933841,0,12
72,0.147595,0.156080,0.632547,1.921104,0,12
73,0.123908,0.157102,0.872669,1.830238,0,12
74,0.076861,0.141517,-0.562358,1.505630,0,12
75,0.115830,0.135123,1.059748,1.215319,0,12
76,0.073695,0.113883,2.333904,1.124131,0,12
77,0.070847,0.107735,0.148703,0.984784,0,12
78,0.178129,0.116534,1.839377,1.091608,0,6
79,0.118770,0.113204,0.285204,0.826224,0,6
80,0.185275,0.121212,1.360606,0.885600,0,0
81,,0.121212,,0.885600,0,0
82,,0.117914,,0.917232,1,6
83,,0.117058,,0.923598,1,12
84,,0.123758,,1.171257,1,18
85,,0.125343,,1.193559,1,24
86,0.175503,0.145705,2.526610,1.232100,0,24
87,0.336745,0.198884,3.539904,1.910340,0,24
88,0.270763,0.217411,4.976469,2.537759,0,24
89,0.073095,0.208276,1.977164,2.876151,0,24
90,0.147083,0.200638,3.319329,3.267895,0,24
91,0.131975,0.189194,1.624392,2.993978,0,24
92,0.129445,0.180659,3.836549,3.114345,0,18
93,0.193828,0.182305,1.779538,2.947494,0,12
94,0.562699,0.224571,1.976925,2.839653,0,6
95,,0.224571,,2.839653,1,6
96,,0.230704,,2.878784,0,6
97,0.250429,0.219915,1.997668,2.686004,0,6
98,0.119345,0.200987,0.168254,2.084977,0,6
99,0.143150,0.209744,3.124207,2.228358,0,6
100,0.299697,0.228821,4.403738,2.363909,0,6
101,0.296916,0.249439,2.844380,2.516407,0,6
102,0.118250,0.248039,3.235927,2.441330,0,6
103,0.215247,0.250717,1.565236,2.414542,0,6
104,0.189670,0.204088,3.360017,2.587428,0,6
105,0.150099,0.198089,6.179505,2.986548,0,0
106,0.236033,0.201884,3.055984,2.993492,0,0
107,0.200935,0.196934,2.044322,2.998157,0,0
108,0.098370,0.194837,3.701212,3.351453,0,0
109,0.279814,0.208503,3.713791,3.410411,0,0
110,0.186556,0.197189,3.407370,3.310774,0,0
111,0.320478,0.199545,2.598105,3.286147,0,0
112,0.290901,0.216810,3.325229,3.295077,0,0
113,0.223715,0.217657,1.138613,3.252415,0,0
114,0.115830,0.210273,0.005417,2.916955,0,0
115,0.128086,0.208072,0.497698,2.348774,0,0
116,0.175660,0.202034,0.050834,2.048259,0,0
117,0.098746,0.191815,1.604879,2.004315,0,0
118,0.113632,0.193342,1.302813,1.764475,0,0
119,0.271978,0.192558,2.684795,1.661575,0,0
120,0.235689,0.197471,1.373414,1.458180,0,0
121,0.178721,0.183296,0.603531,1.258722,0,0
122,0.115994,0.165805,0.669759,0.993175,0,0
123,0.224502,0.165884,3.418775,1.221192,0,0
124,,0.171445,,1.356278,1,6
125,,0.176865,,1.463600,1,12
126,0.103871,0.167892,0.681273,1.542405,0,12
127,0.195089,0.179934,2.022036,1.594550,0,12
128,0.096315,0.177770,2.242594,1.712022,0,12
129,0.356107,0.188286,1.493483,1.563108,0,12
130,0.092149,0.170343,1.778286,1.613717,0,12
131,0.134070,0.164762,1.142019,1.681028,0,12
132,0.242059,0.180520,4.141643,2.115014,0,12
133,0.225960,0.180703,6.068870,2.446276,0,12
134,0.364982,0.201178,4.027232,2.621937,0,6
135,0.173140,0.198374,4.033562,2.763100,0,0
136,0.140890,0.202076,1.897350,2.884708,0,0
137,0.195670,0.202134,1.276508,2.810155,0,0
138,0.166243,0.209127,2.437889,2.829684,0,0
139,0.154482,0.188965,1.594526,2.839789,0,0
140,,0.199722,,2.957733,1,6
141,0.212577,0.208445,1.315593,2.977019,0,6
142,0.134719,0.196518,1.072073,2.635956,0,6
