second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
173,,0.402674,,1.710955,2,48
174,,0.402674,,1.710955,1,42
175,,0.402674,,1.710955,1,48
176,,0.402674,,1.710955,2,54
177,,,,,0,54
178,,,,,2,66
179,,,,,0,66
180,,,,,2,72
181,,,,,1,72
182,,,,,1,72
183,,,,,0,60
184,,,,,2,66
185,,,,,0,60
186,0.180271,,0.824730,,0,48
187,,,,,1,54
188,,,,,0,42
189,,,,,1,48
190,,,,,1,42
191,,,,,2,48
192,,,,,0,42
193,,,,,1,48
194,,,,,1,42
195,,,,,0,42
196,0.647492,,1.833380,,0,42
197,0.240496,,2.700194,,0,36
198,,,,,1,42
199,0.696111,0.528033,0.842678,1.792084,0,36
200,0.223910,0.452003,1.082926,1.614794,0,30
201,,0.452003,,1.614794,2,30
202,,0.452003,,1.614794,1,36
203,,0.452003,,1.614794,1,36
204,0.173850,0.396372,0.530362,1.397908,0,30
205,0.748649,0.455085,0.736513,1.287675,0,30
206,0.373259,0.409379,0.278058,1.028455,0,30
207,,0.443156,,0.694107,1,36
208,,0.443156,,0.694107,1,36
209,,0.379917,,0.656964,1,42
210,0.876514,0.543068,0.008773,0.388426,0,42
211,0.702245,0.574903,1.047791,0.520299,0,30
212,,0.574903,,0.520299,1,30
213,1.068149,0.657111,1.020375,0.603645,0,24
214,0.633793,0.733768,1.340039,0.738591,0,24
215,0.197859,0.641970,-0.365317,0.554953,0,24
216,,0.695712,,0.610332,1,30
217,0.261489,0.623341,1.670068,0.786955,0,24
218,,0.623341,,0.786955,2,30
219,,0.623341,,0.786955,0,24
220,,0.572707,,0.942591,0,24
221,,0.540322,,0.916291,1,30
222,0.625887,0.557435,-0.646817,0.603669,0,24
223,,0.429757,,0.499493,1,30
224,,0.361745,,0.219311,2,42
225,,,,,0,42
226,,,,,1,42
227,,,,,0,42
228,,,,,1,36
229,,,,,1,42
230,0.296121,,0.108937,,0,42
231,0.454419,0.458809,1.505883,0.322668,0,36
232,,,,,0,36
233,,,,,2,42
234,,,,,1,36
235,,,,,1,42
236,,,,,2,48
237,0.237198,0.329246,-0.363509,0.417103,0,48
238,,0.329246,,0.417103,1,48
239,,0.329246,,0.417103,1,48
240,,,,,1,54
241,,,,,1,60
242,,,,,1,66
243,,,,,1,60
244,,,,,1,60
245,,,,,1,60
246,,,,,1,54
247,,,,,1,60
248,0.424431,,1.802423,,0,54
249,,,,,0,48
250,,,,,1,48
251,0.243337,,1.246222,,0,42
252,0.399857,0.355875,0.873057,1.307234,0,36
253,,0.355875,,1.307234,1,36
254,,0.355875,,1.307234,1,36
255,,0.355875,,1.307234,1,36
256,,0.355875,,1.307234,0,30
257,,0.355875,,1.307234,0,24
258,,,,,1,30
259,,,,,1,36
260,0.676179,0.439791,1.420807,1.180028,0,30
261,0.147251,0.407762,0.005592,0.766485,0,30
262,0.159382,0.327604,0.783616,0.736671,0,30
263,,0.327604,,0.736671,1,30
264,0.298175,0.320247,-0.825023,0.346248,0,24
265,,0.320247,,0.346248,0,18
266,,0.320247,,0.346248,1,24
267,0.278908,0.311979,2.426129,0.762224,0,24
268,0.436377,0.332712,0.863828,0.779158,0,18
269,0.357593,0.336267,0.805562,0.782930,0,12
270,,0.279615,,0.676617,1,18
271,0.308105,0.306424,0.589824,0.773989,0,18
272,,0.335832,,0.772064,1,24
273,,0.335832,,0.772064,1,24
274,0.737284,0.423654,1.540401,1.245149,0,24
275,0.763168,0.480239,1.644878,1.311770,0,24
276,0.479508,0.480135,2.211613,1.440319,0,18
277,,0.513673,,1.276018,1,24
278,,0.529132,,1.358456,0,24
279,,0.572016,,1.496679,1,30
280,,0.572016,,1.496679,0,24
281,0.203450,0.545853,-0.115939,1.320238,0,24
282,,0.545853,,1.320238,1,24
283,,0.545853,,1.320238,2,30
284,,0.482042,,1.246851,1,36
285,0.510253,0.397737,1.480935,1.192203,0,36
286,,,,,1,42
287,,,,,0,36
288,,,,,1,42
289,,,,,1,42
290,,,,,0,42
291,,,,,2,54
292,,,,,1,54
293,,,,,2,54
294,,,,,0,48
295,,,,,1,54
296,0.495378,,1.805922,,0,48
297,0.133727,,0.191542,,0,48
298,,,,,1,48
299,,,,,1,48
300,,,,,0,48
