second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
134,0.100319,0.307619,1.758942,0.571757,0,24
135,0.203039,0.296565,0.687689,0.422766,0,24
136,0.102584,0.257237,-1.300985,0.363785,0,24
137,0.475736,0.288451,0.399230,0.368849,0,18
138,0.196869,0.277004,1.835662,0.552201,0,12
139,0.290116,0.275698,1.234049,0.634896,0,12
140,0.255871,0.250518,0.666565,0.705859,0,12
141,,0.232076,,0.754450,1,18
142,0.343869,0.246050,0.085838,0.670874,0,12
143,0.196406,0.240534,1.065355,0.714705,0,6
144,0.688628,0.305902,1.319762,0.665907,0,6
145,0.210353,0.306715,0.681230,0.665189,0,6
146,0.390126,0.338664,1.168707,0.939600,0,6
147,,0.321530,,1.007146,1,12
148,0.280940,0.332039,-0.220881,0.750078,0,12
149,0.269006,0.329400,0.340480,0.638382,0,12
150,,0.339904,,0.634356,1,18
151,0.243161,0.327811,-0.007480,0.554126,0,12
152,0.110971,0.298699,1.838548,0.773215,0,12
153,0.193876,0.298383,0.628837,0.718650,0,12
154,,0.242633,,0.632777,1,18
155,0.474431,0.280359,0.488791,0.605286,0,18
156,,0.262064,,0.511382,1,24
157,0.133049,0.243633,1.132200,0.600071,0,18
158,0.310325,0.247831,0.006399,0.632539,0,18
159,0.278761,0.249225,1.421219,0.786931,0,18
160,,0.249225,,0.786931,1,18
161,0.231318,0.247533,0.372767,0.841252,0,18
162,,0.270293,,0.675035,1,24
163,,0.285577,,0.684275,0,24
164,,0.285577,,0.684275,1,24
165,,0.238363,,0.733146,0,24
166,0.298643,0.250419,2.869783,1.160474,0,18
167,0.199270,0.263663,0.832426,1.100519,0,18
168,0.601860,0.321970,2.872997,1.673838,0,18
169,0.223655,0.310949,1.014084,1.592411,0,18
170,0.380261,0.322501,1.106376,1.511405,0,12
171,0.814393,0.419680,-0.025358,1.445051,0,12
172,0.238623,0.393815,1.349621,1.431418,0,6
173,0.292347,0.381131,0.909274,1.366150,0,6
174,0.199171,0.360914,1.472312,1.377946,0,0
175,0.421552,0.366978,0.826714,1.322823,0,0
176,0.461197,0.383233,1.061530,1.141998,0,0
177,0.480714,0.411377,0.790468,1.137802,0,0
178,0.300304,0.381222,1.410332,0.991535,0,0
179,0.234795,0.382336,0.214474,0.911574,0,0
180,,0.382566,,0.889930,1,6
181,0.268986,0.321965,0.870577,0.989478,0,6
182,0.295846,0.328323,0.471058,0.891860,0,6
183,,0.332821,,0.889683,1,12
184,,0.351913,,0.806450,1,18
185,,0.340307,,0.803073,0,18
186,0.161414,0.290343,0.848379,0.767548,0,18
187,0.198829,0.243362,2.355363,1.028364,0,18
188,0.142126,0.216999,-0.137714,0.770356,0,18
189,,0.213440,,0.881533,1,24
190,0.208028,0.212538,1.561156,0.994803,0,18
191,0.275315,0.213593,1.830528,1.154795,0,18
192,,0.197143,,1.291542,0,18
193,,0.197143,,1.291542,1,18
194,,0.197143,,1.291542,1,18
195,0.255818,0.206922,0.097753,1.092577,0,18
196,0.317013,0.232855,1.082764,1.131642,0,18
197,0.220997,0.236550,-0.304218,0.688378,0,18
198,0.371118,0.274715,0.981003,0.874831,0,18
199,0.244549,0.270406,0.009328,0.751188,0,12
200,0.166881,0.264527,2.392315,0.869925,0,12
201,0.339902,0.273754,-0.059827,0.599874,0,12
202,0.525386,0.305208,0.862093,0.632651,0,12
203,0.347164,0.309870,1.303558,0.707197,0,6
204,1.608462,0.439729,0.217732,0.658250,0,0
205,,0.460164,,0.720528,1,6
206,0.145503,0.441107,-0.686034,0.523994,0,6
207,0.273537,0.446945,1.823003,0.760352,0,6
208,0.244174,0.432840,1.107034,0.774356,0,6
209,0.240625,0.432404,2.414181,1.041562,0,6
210,0.315609,0.448929,0.994056,0.886200,0,6
211,0.271433,0.441321,-0.314839,0.857865,0,6
212,,0.430813,,0.857336,1,12
213,0.171014,0.408795,-0.178142,0.672124,0,12
214,0.244165,0.238257,1.696500,0.856970,0,12
215,0.210026,0.235121,1.031355,0.876346,0,6
216,0.196169,0.240750,-1.483304,0.787761,0,6
217,0.185110,0.230925,2.486436,0.861475,0,6
218,0.307658,0.237979,2.339406,0.998405,0,6
219,0.314550,0.246193,0.637146,0.800957,0,6
220,0.220431,0.235617,1.521045,0.859512,0,6
221,0.313171,0.240255,2.242407,1.143650,0,6
222,,0.240255,,1.143650,1,6
223,,0.248910,,1.308874,0,6
224,,0.249588,,1.253499,1,12
225,0.350020,0.269587,1.715291,1.351204,0,12
226,0.234922,0.275123,0.878457,1.688598,0,12
227,0.276743,0.288214,1.301733,1.519355,0,12
228,0.291423,0.285894,0.110401,1.200926,0,12
229,,0.281118,,1.294889,0,12
230,,0.293256,,1.249658,1,18
231,0.314987,0.293619,1.661126,1.133402,0,18
232,,0.293619,,1.133402,1,18
233,,0.293619,,1.133402,1,24
234,,0.293619,,1.133402,1,24
