second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
56,,0.332385,,0.359017,1,24
57,0.224689,0.324775,0.517486,0.477334,0,24
58,0.159812,0.301119,-0.189193,0.383418,0,24
59,0.166973,0.261274,-0.482616,0.206829,0,24
60,,0.261274,,0.206829,1,18
61,0.352047,0.274241,-0.257289,0.140527,0,18
62,0.293190,0.251114,0.963222,0.071094,0,18
63,0.400994,0.256506,0.313932,0.169806,0,18
64,,0.266284,,0.144257,1,24
65,,0.266284,,0.144257,0,18
66,0.424211,0.288845,2.585133,0.492953,0,12
67,,0.299538,,0.488865,1,18
68,0.455817,0.348872,1.650191,0.795429,0,18
69,0.246335,0.362099,1.605533,1.143454,0,18
70,,0.362099,,1.143454,1,18
71,0.617693,0.406373,0.116874,1.205814,0,18
72,,0.429010,,1.254332,0,18
73,,0.436014,,1.489433,2,30
74,,0.436014,,1.489433,1,30
75,,0.436014,,1.489433,2,42
76,,0.439948,,1.124199,2,54
77,,0.439948,,1.124199,0,48
78,,,,,3,66
79,,,,,0,66
80,,,,,1,66
81,0.344578,,1.188864,,0,66
82,,,,,1,72
83,,,,,0,60
84,,,,,0,54
85,,,,,1,48
86,0.430554,,-0.049744,,0,36
87,0.437313,0.404148,-0.446591,0.230843,0,36
88,,0.404148,,0.230843,0,18
89,,0.404148,,0.230843,1,24
90,0.743452,0.488974,1.480645,0.543293,0,18
91,0.283747,0.473766,0.571169,0.388870,0,18
92,,0.473766,,0.388870,1,18
93,,0.473766,,0.388870,0,18
94,,0.473766,,0.388870,2,30
95,,0.473766,,0.388870,0,24
96,0.323495,0.447002,-0.649934,0.238822,0,24
97,0.329588,0.420070,0.984469,0.596587,0,24
98,0.318930,0.399842,-0.647455,0.347779,0,24
99,,0.399842,,0.347779,1,24
100,,0.313940,,0.064562,0,24
101,0.350397,0.330602,0.999475,0.171638,0,24
102,0.304732,0.325428,-0.108862,0.115538,0,18
103,0.518994,0.357689,0.299799,0.146248,0,18
104,0.412085,0.365460,-0.808717,0.009825,0,6
105,,0.365460,,0.009825,1,12
106,0.239164,0.353413,0.555816,0.182075,0,12
107,0.202910,0.335316,-0.855217,-0.080737,0,12
108,0.343687,0.338853,1.583489,0.237969,0,12
109,,0.338853,,0.237969,0,6
110,,0.338853,,0.237969,1,12
111,0.418636,0.348601,1.277592,0.277700,0,12
112,0.325947,0.351632,0.974175,0.432419,0,12
113,,0.323738,,0.454523,0,12
114,,0.306069,,0.707171,1,18
115,0.175402,0.284291,2.039735,0.929265,0,12
116,0.302856,0.294906,1.663096,1.113812,0,12
117,,0.313306,,1.507617,1,18
118,0.656983,0.375965,-1.444566,0.902006,0,18
119,0.397029,0.379475,1.318244,0.971379,0,18
120,0.276930,0.364826,-0.710229,0.731149,0,12
121,0.375089,0.358605,-0.547120,0.470476,0,12
122,,0.364048,,0.386527,1,18
123,,0.364048,,0.386527,0,18
124,0.266729,0.350145,1.201237,0.502914,0,12
125,0.195801,0.353059,1.146803,0.375352,0,12
126,,0.361427,,0.160728,1,18
127,0.244223,0.344683,-1.223844,-0.037068,0,12
128,0.299343,0.293592,0.071443,0.179505,0,12
129,,0.276352,,-0.010285,0,12
130,,0.276237,,0.129704,2,24
131,,0.251524,,0.298910,0,24
132,,0.251524,,0.298910,1,24
133,0.311908,0.263601,1.557174,0.550563,0,24
134,0.422882,0.294831,1.358968,0.582109,0,24
135,0.414857,0.338642,0.492756,0.451299,0,24
136,0.237785,0.321833,0.952608,0.534851,0,18
137,,0.337355,,0.886590,1,24
138,0.231631,0.323813,0.829510,1.038203,0,24
139,0.494520,0.352264,1.037156,1.038029,0,24
140,,0.352264,,1.038029,1,18
141,0.323489,0.348153,1.469662,1.099691,0,18
142,0.414351,0.356428,2.413387,1.263903,0,12
143,0.366859,0.363297,2.013165,1.320901,0,12
144,,0.354785,,1.315463,1,18
145,,0.344773,,1.452581,0,18
146,0.226315,0.342861,0.800617,1.427249,0,18
147,0.367475,0.346377,1.956086,1.502798,0,12
148,,0.365502,,1.615012,1,18
149,0.266805,0.327549,1.076469,1.621564,0,18
150,,0.327549,,1.621564,1,18
151,,0.328361,,1.651945,1,24
152,,0.306864,,1.461584,0,24
153,,0.286865,,1.277724,1,30
154,0.317077,0.294418,1.920922,1.438524,0,24
155,,0.294418,,1.438524,1,30
156,0.377824,0.332295,2.827572,1.945262,0,30
157,0.732157,0.423466,1.452597,1.819390,0,30
158,,0.423466,,1.819390,1,30
159,0.244669,0.417932,-0.517169,1.420980,0,30
160,,0.417932,,1.420980,0,24
161,,0.417932,,1.420980,1,24
162,0.556152,0.445576,0.272591,1.191303,0,24
163,0.304554,0.422072,0.563357,1.086645,0,18
164,,0.443071,,0.919790,1,24
165,0.329381,0.424123,0.552846,0.858632,0,18
166,0.296500,0.410569,0.813221,0.522907,0,18
167,,0.346251,,0.336969,1,24
168,,0.346251,,0.336969,1,24
169,0.465590,0.390435,1.282822,0.696967,0,24
170,,0.390435,,0.696967,1,30
171,,0.390435,,0.696967,0,24
172,0.437689,0.366743,-0.839574,0.474534,0,24
173,0.262413,0.358315,-0.753373,0.211188,0,24
174,,0.358315,,0.211188,0,18
175,,0.365548,,0.125774,1,24
176,0.275784,0.360369,0.201410,-0.027179,0,24
177,,0.360369,,-0.027179,1,24
178,,0.360369,,-0.027179,1,24
179,,0.325295,,-0.463846,1,30
180,0.357143,0.333257,1.752120,0.090146,0,24
181,0.873676,0.441341,-0.220614,0.027994,0,24
182,,0.442254,,0.244886,1,30
183,0.165187,0.417948,0.687961,0.605219,0,30
184,0.343648,0.403088,1.074825,0.699141,0,30
185,,0.403088,,0.699141,1,30
186,,0.434914,,0.823573,1,36
187,,0.434914,,0.823573,1,36
188,,0.434914,,0.823573,1,36
189,0.233705,0.394672,1.684250,0.995709,0,30
190,0.163956,0.356035,0.958900,0.837065,0,30
191,,0.226624,,1.101484,1,36
192,,0.226624,,1.101484,1,36
193,,0.247103,,1.239325,0,36
194,0.310259,0.235974,-0.432958,0.736731,0,36
195,0.163945,0.217967,-0.085222,0.531243,0,30
196,,0.217967,,0.531243,1,30
197,0.269675,0.228308,0.732884,0.571571,0,24
198,0.456118,0.266277,0.290311,0.524694,0,18
199,0.230309,0.265710,2.356341,0.636709,0,18
200,,0.286061,,0.572271,1,24
201,,0.286061,,0.572271,1,24
202,0.365552,0.299310,0.439216,0.550095,0,18
203,0.325630,0.303070,1.078137,0.625530,0,18
204,,0.301872,,0.801944,0,18
205,,0.329457,,0.979378,1,24
206,,0.329457,,0.979378,3,36
207,,0.344403,,1.041001,0,36
208,,0.307164,,1.291231,1,42
209,0.450940,0.380708,0.422925,0.646759,0,42
210,,0.380708,,0.646759,0,36
211,,0.380708,,0.646759,1,36
212,,,,,2,48
213,,,,,1,54
214,,,,,0,54
215,,,,,1,54
216,,,,,2,48
217,,,,,1,54
218,,,,,1,54
219,,,,,2,66
220,,,,,3,84
221,,,,,0,78
222,0.194696,,0.772814,,0,66
223,,,,,1,66
224,0.227790,,2.495360,,0,66
225,,,,,1,66
226,0.294288,0.238925,1.086268,1.451481,0,54
227,,0.238925,,1.451481,1,54
228,0.362341,0.269779,0.885331,1.309943,0,48
229,,0.269779,,1.309943,1,42
230,0.269471,0.269717,-0.174123,1.013130,0,24
231,,0.269717,,1.013130,1,30
232,,0.288472,,1.073209,1,36
233,,0.288472,,1.073209,0,30
234,,0.308700,,0.599159,1,36
235,0.277517,0.300904,-0.261189,0.384072,0,30
236,,0.303110,,0.150006,1,36
237,,0.303110,,0.150006,1,36
238,0.286029,0.277672,0.457080,0.007256,0,36
239,0.184822,0.254460,0.851901,0.218417,0,30
240,,0.249456,,0.349264,1,36
241,0.182601,0.232742,0.269627,0.329355,0,30
242,,0.232742,,0.329355,1,30
243,,0.232742,,0.329355,1,36
244,,0.232742,,0.329355,0,30
245,,0.217817,,0.526203,1,36
246,0.342190,0.248910,-0.716872,0.215434,0,30
247,,0.248910,,0.215434,2,36
248,,0.236538,,0.134886,0,36
249,,,,,0,36
250,,,,,2,42
251,0.119167,,3.257927,,0,42
252,0.201735,0.221031,1.423894,1.321650,0,36
253,0.260144,0.230809,1.848683,1.453408,0,30
254,,0.230809,,1.453408,1,36
255,0.487104,0.282068,-0.259403,1.110846,0,30
256,,0.267038,,1.567775,1,36
257,0.159018,0.245434,-0.031474,1.247925,0,24
258,0.243829,0.245166,-0.547122,0.948751,0,24
259,,0.245166,,0.948751,1,30
260,,0.245166,,0.948751,0,18
261,0.298723,0.275092,1.378446,0.635504,0,18
262,0.270195,0.286502,1.468777,0.642985,0,18
263,,0.291774,,0.401845,1,24
264,,0.291774,,0.401845,0,18
265,,0.242941,,0.567157,1,24
266,,0.242941,,0.567157,1,24
267,0.360309,0.293264,1.902643,1.050686,0,24
268,0.295180,0.306102,0.797777,1.386911,0,24
269,0.285678,0.302017,-1.035424,0.902444,0,18
270,0.151108,0.276866,0.338068,0.808381,0,18
271,,0.272494,,0.694368,1,24
272,0.362595,0.290974,-0.506759,0.299261,0,24
273,,0.290974,,0.299261,1,24
274,0.217749,0.278770,2.861731,0.726339,0,24
275,0.351905,0.289218,-0.106371,0.607381,0,18
276,,0.289218,,0.607381,0,12
277,,0.277369,,0.391503,1,18
278,0.214045,0.263847,0.692262,0.373918,0,18
279,0.268308,0.260952,1.822059,0.850165,0,18
280,0.282002,0.282767,1.827703,1.098437,0,18
281,0.266312,0.280417,0.392510,0.997590,0,12
282,,0.266720,,1.248315,1,18
283,0.387234,0.283937,0.704003,1.170557,0,12
284,0.357450,0.303894,0.253351,0.797931,0,12
285,,0.295892,,0.948648,1,18
286,,0.295892,,0.948648,0,18
287,0.232046,0.286771,0.094610,0.826643,0,12
288,0.491337,0.326384,1.574844,0.952726,0,12
289,0.227958,0.320620,1.605362,0.921769,0,12
290,0.613833,0.368024,2.260828,0.983644,0,12
291,0.322210,0.376010,0.694619,1.026803,0,12
292,,0.376010,,1.026803,1,12
293,0.406595,0.378776,0.718907,1.028932,0,12
294,0.501853,0.399405,1.202770,1.164563,0,12
295,0.403790,0.399953,1.433650,1.198199,0,6
296,,0.399953,,1.198199,1,12
297,0.220800,0.398547,0.119155,1.201267,0,12
298,0.154626,0.356458,1.409854,1.180643,0,12
299,0.625395,0.406138,0.223789,1.007946,0,12
300,0.349805,0.373134,-0.196911,0.700729,0,12
