second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
196,,0.242413,,0.415307,0,0
197,,0.254121,,0.495212,1,6
198,0.132068,0.244235,-0.163584,0.475106,0,6
199,0.187972,0.238936,1.463573,0.723166,0,6
200,0.086833,0.212616,-1.010633,0.344964,0,6
201,0.266073,0.218701,1.371915,0.537889,0,6
202,0.384389,0.246413,-0.010261,0.475770,0,6
203,0.174677,0.227437,0.657983,0.498069,0,6
204,0.229571,0.204742,1.692004,0.491210,0,6
205,0.267579,0.216145,2.744553,0.843194,0,6
206,0.361196,0.232262,-0.157677,0.731986,0,6
207,0.645198,0.273556,-0.255855,0.633202,0,0
208,0.259768,0.286326,0.967870,0.746347,0,0
209,0.269440,0.294472,-0.383312,0.561659,0,0
210,0.175484,0.303338,0.588246,0.721547,0,0
211,0.226411,0.299371,0.252824,0.609638,0,0
212,0.373093,0.298242,1.072719,0.717936,0,0
213,0.096298,0.290404,0.925890,0.744726,0,0
214,0.070753,0.274522,2.126671,0.788193,0,0
215,0.309784,0.278743,2.284834,0.742221,0,0
216,0.340837,0.276707,1.093934,0.867382,0,0
217,0.454073,0.257594,0.178590,0.910827,0,0
218,0.309218,0.262539,-1.213714,0.692668,0,0
219,0.170307,0.252626,2.176008,0.948600,0,0
220,0.245478,0.259625,0.740656,0.963841,0,0
221,0.271767,0.264161,-0.051422,0.933417,0,0
222,0.177444,0.244596,0.977709,0.923915,0,0
223,0.301486,0.265115,0.493713,0.880698,0,0
224,0.286182,0.286658,0.538860,0.721917,0,0
225,0.170092,0.272688,-1.210880,0.372345,0,0
226,0.387936,0.277398,-0.409618,0.221990,0,0
227,0.192351,0.251226,1.405300,0.344661,0,0
228,0.256243,0.245929,1.986821,0.664715,0,0
229,0.135394,0.242437,-1.240043,0.323109,0,0
230,0.222109,0.240101,-0.045864,0.244457,0,0
231,0.367338,0.249658,-1.706599,0.078940,0,0
232,0.378376,0.269751,0.869433,0.068112,0,0
233,0.173597,0.256962,0.798173,0.098558,0,0
234,0.211461,0.249490,-0.560410,-0.011369,0,0
235,0.127420,0.245223,1.580502,0.267769,0,0
236,0.167981,0.223227,2.849256,0.593657,0,0
237,0.275177,0.231510,0.666876,0.519815,0,0
238,0.314486,0.237334,1.222126,0.443345,0,0
239,0.096891,0.233484,0.144027,0.581752,0,0
240,0.209576,0.232230,-0.272338,0.559105,0,0
241,0.061813,0.201678,1.519036,0.881668,0,0
242,0.334390,0.197279,0.858071,0.880532,0,0
243,0.294700,0.209390,1.654586,0.966173,0,0
244,0.387197,0.226963,-0.719101,0.950304,0,0
245,0.041363,0.218357,2.192903,1.011544,0,0
246,0.357449,0.237304,0.128993,0.739518,0,0
247,0.244208,0.234207,-0.625969,0.610233,0,0
248,0.249233,0.227682,-0.243168,0.463704,0,0
249,0.381289,0.256122,1.003304,0.549632,0,0
250,0.147210,0.249885,1.106147,0.687480,0,0
251,0.274805,0.271184,1.894589,0.725036,0,0
252,0.265853,0.264331,1.949576,0.834186,0,0
253,0.231061,0.257967,0.801410,0.748868,0,0
254,0.202734,0.239521,1.673814,0.988160,0,0
255,0.282239,0.263608,-0.093059,0.759564,0,0
256,0.291589,0.257022,0.586927,0.805357,0,0
257,0.544526,0.287054,-0.675189,0.800435,0,0
258,0.118060,0.273937,1.335854,0.958337,0,0
259,0.204742,0.256282,-0.105105,0.847496,0,0
260,0.554108,0.296972,-0.446173,0.692265,0,0
261,0.113536,0.280845,-0.016798,0.501126,0,0
262,0.179921,0.272252,-0.529053,0.253263,0,0
263,0.159649,0.265110,0.461819,0.219304,0,0
264,0.311362,0.275973,0.639782,0.115900,0,0
265,0.307304,0.278480,-0.551179,0.070088,0,0
266,0.246054,0.273926,0.935443,0.104940,0,0
267,0.813334,0.300807,0.330400,0.205499,0,0
268,0.253063,0.314307,-1.098587,-0.037945,0,0
269,0.214993,0.315332,0.694062,0.041972,0,0
270,0.646288,0.324550,-0.563160,0.030273,0,0
271,0.447708,0.357968,1.436440,0.175597,0,0
272,0.295029,0.369479,0.203785,0.248881,0,0
273,0.219166,0.375430,2.331787,0.435877,0,0
274,0.143332,0.358627,0.314123,0.403311,0,0
275,0.210994,0.348996,2.076244,0.666054,0,0
276,,0.360434,,0.636122,0,0
277,,0.303822,,0.674337,2,12
278,,0.311073,,0.927612,1,18
279,,0.327086,,0.966537,1,24
280,,0.263246,,1.272476,0,24
281,0.008610,0.175426,0.265622,1.038312,0,24
282,0.490753,0.214571,0.256357,1.048827,0,24
283,,0.213422,,0.728087,0,24
284,,0.236786,,0.866075,1,30
285,0.002579,0.167314,-0.642973,-0.040331,0,30
286,0.198457,0.175100,-0.086484,-0.051869,0,30
287,0.052377,0.150555,0.606823,0.079869,0,18
288,0.043377,0.132692,0.952334,0.225280,0,12
289,0.218961,0.145016,0.710128,0.294544,0,6
290,0.060395,0.134439,1.950668,0.501559,0,6
291,0.382400,0.181162,0.934205,0.585132,0,6
292,0.175439,0.141748,-0.640190,0.473064,0,6
293,0.007378,0.126818,1.244904,0.558824,0,6
294,0.132084,0.127345,1.036202,0.606562,0,0
295,0.005457,0.127633,1.065668,0.777426,0,0
296,0.040901,0.111877,1.864063,0.972480,0,0
297,,0.118488,,1.013109,1,6
298,,0.127877,,1.020706,1,12
299,0.000904,0.100620,1.150358,1.075735,0,12
300,0.097778,0.105293,0.818210,0.934177,0,12
