second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
190,,0.109745,,-0.015727,1,36
191,0.152582,0.121634,-0.413062,0.024805,0,36
192,,0.133843,,0.014046,1,42
193,,0.133843,,0.014046,1,48
194,,0.133843,,0.014046,0,42
195,,0.133843,,0.014046,2,48
196,,,,,1,54
197,,,,,1,60
198,,,,,1,54
199,,,,,1,54
200,,,,,1,54
201,0.237702,,0.211433,,0,54
202,0.121376,,0.545970,,0,48
203,0.251058,0.203379,-0.380480,0.125641,0,42
204,,0.203379,,0.125641,2,54
205,,0.203379,,0.125641,0,42
206,0.084673,0.173702,0.495651,0.218143,0,36
207,,0.173702,,0.218143,2,42
208,,0.173702,,0.218143,1,42
209,,0.173702,,0.218143,2,48
210,,0.173702,,0.218143,1,48
211,,0.152369,,0.220380,2,60
212,,,,,0,60
213,,,,,1,66
214,,,,,1,60
215,,,,,1,66
216,,,,,1,72
217,0.073083,,-0.607012,,0,60
218,,,,,1,60
219,,,,,1,54
220,,,,,0,48
221,,,,,1,42
222,,,,,1,48
223,,,,,1,48
224,,,,,1,48
225,,,,,1,48
226,,,,,1,48
227,0.640789,,1.339953,,0,48
228,,,,,1,48
229,0.176729,,-0.221595,,0,42
230,,,,,1,48
231,0.069870,0.295796,-0.373548,0.248270,0,42
232,0.609997,0.374346,-0.693663,0.012787,0,36
233,,0.374346,,0.012787,0,30
234,,0.374346,,0.012787,1,30
235,,0.374346,,0.012787,2,36
236,,0.374346,,0.012787,1,36
237,,0.285532,,-0.429602,1,42
238,,0.285532,,-0.429602,1,42
239,,,,,1,48
240,0.049538,0.243135,-0.842396,-0.636536,0,42
241,,,,,1,48
242,,,,,0,48
243,,,,,1,54
244,,,,,1,54
245,0.076869,,0.733518,,0,42
246,,,,,1,42
247,,,,,1,42
248,0.193979,0.106795,-1.172671,-0.427183,0,36
249,,0.106795,,-0.427183,1,36
250,,,,,1,42
251,,,,,1,42
252,,,,,1,48
253,,,,,1,48
254,,,,,1,48
255,0.089439,,-0.188391,,0,48
256,,,,,1,48
257,,,,,1,48
258,,,,,0,48
259,,,,,2,54
260,,,,,2,60
261,,,,,0,54
262,,,,,1,54
263,,,,,1,54
264,,,,,0,48
265,,,,,2,60
266,,,,,2,66
267,,,,,2,72
268,,,,,1,78
269,,,,,2,78
270,,,,,2,78
271,,,,,0,78
272,,,,,2,84
273,,,,,2,90
274,,,,,1,96
275,,,,,2,96
276,,,,,1,90
277,0.129501,,0.796807,,0,78
278,,,,,1,78
279,,,,,1,72
280,,,,,0,60
281,,,,,2,72
282,,,,,0,60
283,,,,,1,54
284,,,,,1,54
285,0.119577,,-0.746750,,0,42
286,0.173095,0.140725,-0.227921,-0.059288,0,36
287,,,,,1,42
288,,,,,1,42
289,0.175759,0.156144,-0.523104,-0.499258,0,36
290,0.209957,0.169597,-0.217872,-0.428912,0,36
291,,0.169597,,-0.428912,1,30
292,,0.169597,,-0.428912,0,30
293,,0.169597,,-0.428912,2,36
294,,0.169597,,-0.428912,1,36
295,,0.186271,,-0.322966,1,42
296,,,,,1,48
297,,,,,1,48
298,0.091040,0.158919,-0.108587,-0.283187,0,42
299,,,,,2,54
300,0.424984,,3.059352,,0,54
